address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,geometry,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,price_bin
Phnom Penh,Doun Penh,Phsar Thmei Ti Pir,8865846aadfffff,8444.83,182,182,104.92097013687804,11.5762861629968,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,174,10,10,33,44,77,142,0,14,21,25,82,112,9,8,48,26,21,88,7,21,36,16,8,109,2,12,26,38,31,93,1,1,11,32,48,76,2,2,22,17,33,63,1,2,13,18,29,103,3,3,10,32,55,35,1,3,6,6,19,119,2,50,40,18,9,97,1,12,27,27,30,16,0,0,1,4,11,169,1,52,61,35,20,820,34,179,312,130,165,POINT (104.92097013687804 11.5762861629968),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8000_9000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae1fffff,8237.15,72,72,104.92811285074156,11.555870692346325,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,175,6,17,36,51,65,137,1,4,14,43,75,110,9,13,47,30,11,90,4,11,54,15,6,105,1,15,36,22,31,92,8,11,15,18,40,75,4,10,10,17,34,70,2,2,14,13,39,85,1,5,13,11,55,33,0,3,12,7,11,120,12,12,74,19,3,94,6,14,36,14,24,17,0,1,1,1,14,164,6,13,85,45,15,785,25,100,376,164,120,POINT (104.92811285074156 11.555870692346325),0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,8000_9000
Phnom Penh,Doun Penh,Phsar Kandal Ti Pir,8865846ae7fffff,8135.65,230,230,104.92041666220749,11.566660133835338,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,177,4,20,45,49,59,149,3,8,24,37,77,112,18,29,41,15,9,91,10,24,42,8,7,110,5,17,39,28,21,97,0,6,20,28,43,76,3,11,12,22,28,74,1,8,7,25,33,105,3,8,12,40,42,34,1,5,5,12,11,120,6,44,60,4,6,98,9,16,31,17,25,15,0,1,2,1,11,164,24,66,39,20,15,815,90,245,260,125,95,POINT (104.92041666220749 11.566660133835338),0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8000_9000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae3fffff,8548.91,184,184,104.92230125277491,11.559143446514463,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,182,8,12,57,40,65,147,2,1,31,33,80,112,13,30,44,19,6,90,3,15,55,10,7,109,7,15,41,23,23,93,5,5,27,18,38,77,3,11,14,20,29,76,1,5,16,17,37,101,3,3,16,26,53,37,1,0,13,8,15,120,7,15,86,8,4,99,6,20,33,16,24,17,1,1,1,0,14,164,34,1,103,6,20,810,76,93,423,123,95,POINT (104.92230125277491 11.559143446514463),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8000_9000
Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,8865846ae7fffff,8014.25,156,156,104.9276135359717,11.565448293504623,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,6,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,174,5,9,47,44,69,142,0,4,22,25,91,110,2,22,56,20,10,90,19,34,25,4,8,109,11,16,23,28,31,92,3,1,20,18,50,73,7,4,15,10,37,63,3,4,5,15,36,92,1,6,10,15,60,36,2,4,5,7,18,120,23,51,36,2,8,95,7,18,24,21,25,12,0,0,2,1,9,164,0,39,89,11,25,810,79,199,295,107,130,POINT (104.9276135359717 11.565448293504623),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8000_9000
Phnom Penh,Doun Penh,Phsar Kandal Ti Pir,8865846ae7fffff,8019.57,52,52,104.9218643537844,11.570976635915764,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,175,12,11,38,47,67,152,4,5,22,37,84,112,10,20,51,20,11,90,9,46,15,13,7,109,5,22,24,37,21,94,2,0,14,35,43,76,1,8,17,21,29,69,3,2,9,24,31,102,2,6,10,36,48,35,2,4,4,10,15,119,14,63,24,10,8,96,11,12,26,19,28,15,0,0,2,2,11,164,30,24,74,21,15,815,106,225,234,135,115,POINT (104.9218643537844 11.570976635915764),0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8000_9000
Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,8865846aadfffff,8213.7,214,214,104.9215812953682,11.574884419989134,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,174,13,9,31,46,75,140,0,14,18,29,79,112,10,13,48,23,18,90,7,34,25,15,9,109,3,18,23,38,27,93,2,0,12,28,51,76,2,2,19,19,34,64,1,2,10,19,32,102,3,3,11,34,51,35,1,3,6,8,17,119,9,50,35,18,7,97,2,16,24,27,28,16,0,0,1,4,11,169,7,46,62,34,20,820,68,181,276,160,135,POINT (104.9215812953682 11.574884419989134),0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,8000_9000
Phnom Penh,Doun Penh,Phsar Kandal Ti Pir,8865846ae7fffff,8830.18,86,86,104.9267478470386,11.569962085153325,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,170,4,17,37,39,73,139,0,3,20,29,87,109,6,12,58,23,10,90,34,23,14,11,8,109,15,13,16,31,34,93,0,6,13,23,51,76,0,10,15,18,33,65,3,3,7,20,32,93,1,2,13,15,62,36,2,4,2,9,19,120,58,24,24,5,9,95,12,10,26,19,28,12,0,0,2,1,9,164,17,29,81,12,25,810,156,154,235,130,135,POINT (104.9267478470386 11.569962085153325),0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8000_9000
Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,8865846aadfffff,8114.61,90,90,104.92036270902578,11.574333238764044,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,176,12,10,31,51,72,144,6,8,19,32,79,112,8,18,51,18,17,91,6,32,28,14,11,109,2,18,26,40,23,93,2,0,13,35,43,77,2,3,20,22,30,66,1,2,11,23,29,102,3,3,12,41,43,35,1,3,6,9,16,119,5,51,38,18,7,97,1,15,28,25,28,17,0,0,2,3,12,174,9,44,62,34,25,820,50,203,282,155,130,POINT (104.92036270902578 11.574333238764044),0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,8000_9000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae1fffff,8069.22,102,102,104.92499038737404,11.563028504368251,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,176,5,13,51,41,66,142,1,4,21,29,87,112,13,23,54,11,11,90,9,32,37,5,7,109,9,16,32,29,23,93,3,5,24,15,46,75,7,4,15,16,33,68,3,5,9,15,36,95,4,3,14,18,56,35,1,5,7,5,17,120,10,44,55,7,4,96,3,26,25,18,24,13,0,1,1,1,10,164,0,68,60,16,20,805,71,214,293,117,110,POINT (104.92499038737404 11.563028504368251),0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8000_9000
