address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,geometry,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,price_bin
Phnom Penh,Tuol Kouk,Phsar Depou Ti Bei,8865846a87fffff,3362.88,158,158,104.90225115061769,11.56623640263592,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,9,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,193,2,13,35,63,80,166,0,15,39,44,68,114,4,8,42,46,14,97,1,1,8,55,32,110,4,7,23,55,21,104,1,4,24,27,48,83,3,2,17,29,32,86,6,2,21,23,34,115,4,22,30,37,22,37,0,4,4,11,18,119,0,0,10,80,29,105,1,3,22,43,36,26,0,0,2,7,17,184,0,7,71,65,41,825,5,31,210,395,184,POINT (104.90225115061769 11.56623640263592),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846ab1fffff,3794.25,158,158,104.89019824374436,11.570042592836096,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,9,0,0,0,0,1,4,0,0,0,1,0,7,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,180,5,9,17,43,106,178,0,13,24,55,86,112,1,2,11,31,67,93,0,1,6,4,82,106,0,7,16,15,68,100,1,7,18,17,57,81,0,4,8,20,49,86,0,3,20,22,41,111,12,26,25,15,33,37,0,5,2,6,24,119,0,1,1,4,113,103,1,3,11,18,70,29,0,1,2,11,15,169,0,0,11,56,102,795,0,15,55,150,575,POINT (104.89019824374436 11.570042592836096),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Doun Penh,Chakto Mukh,8865846a39fffff,3964.1,198,198,104.95698012431608,11.558688097182788,1,0,1,0,0,0,5,0,0,0,0,1,2,0,0,1,0,0,9,0,0,0,0,1,9,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,13,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,99,0,0,5,20,74,53,0,0,2,7,44,84,0,0,0,5,79,83,0,0,0,14,69,63,0,0,1,4,58,46,0,0,0,4,42,38,0,0,0,5,33,26,0,0,0,1,25,25,0,0,0,4,21,21,0,0,2,5,14,113,0,0,0,8,105,64,0,0,0,9,55,14,0,0,0,2,12,142,0,0,0,0,142,610,0,0,5,30,575,POINT (104.95698012431608 11.558688097182788),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Saensokh,Tuek Thla,8865846ab9fffff,3272.32,112,112,104.89613558613227,11.565894657904096,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,9,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,194,11,4,32,52,95,175,4,8,41,41,81,114,1,5,22,49,37,96,0,1,3,19,73,108,3,9,17,32,47,103,3,3,23,21,53,86,3,3,15,18,47,91,3,3,22,20,43,113,10,30,22,27,24,37,3,1,3,11,19,119,0,0,2,19,98,105,0,3,10,37,55,26,0,0,3,6,17,179,0,0,55,70,54,820,10,20,120,284,386,POINT (104.89613558613227 11.565894657904096),0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Tuol Kouk,Boeng Salang,8865846a83fffff,3410.22,170,170,104.89467327696936,11.552979263564309,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,183,0,2,32,43,106,174,0,4,33,51,86,113,0,1,20,41,51,98,0,0,1,8,89,105,2,7,16,23,57,98,1,3,16,25,53,83,2,3,13,14,51,92,3,5,17,28,39,114,0,8,34,40,32,36,0,0,7,12,17,120,0,0,0,10,110,103,1,1,8,31,62,31,0,0,4,7,20,169,0,0,10,74,85,810,0,20,50,208,532,POINT (104.89467327696936 11.552979263564309),0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3000_4000
Phnom Penh,Tuol Kouk,Tuek L'ak Ti Bei,8865846ab9fffff,3916.05,150,150,104.89206644694336,11.55847682939178,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,185,2,4,25,49,105,179,4,6,30,45,94,114,0,2,19,40,53,96,0,1,1,7,87,104,1,9,17,19,58,100,3,4,10,32,51,83,1,5,8,20,49,92,0,3,26,21,42,112,3,7,51,23,28,38,0,1,8,6,23,119,0,0,0,5,114,103,2,0,8,29,64,29,0,0,5,7,17,169,0,0,11,62,96,805,5,15,50,164,571,POINT (104.89206644694336 11.55847682939178),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad7fffff,3205.19,38,38,104.8960061822797,11.538934709817688,5,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,162,0,3,19,25,115,150,0,9,23,35,83,106,0,1,5,15,85,68,0,0,0,5,63,86,0,0,12,21,53,85,1,2,10,18,54,69,1,3,4,19,42,87,0,4,15,17,51,107,2,1,8,16,80,32,0,1,3,10,18,81,0,0,1,6,74,92,0,3,4,17,68,31,0,1,9,4,17,148,0,0,0,21,127,642,0,15,25,75,527,POINT (104.8960061822797 11.538934709817688),0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3000_4000
Phnom Penh,Chamkar Mon,Boeng Trabaek,8865846ac1fffff,3459.44,164,164,104.9185512694433,11.535492469475171,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,159,7,6,24,43,79,121,4,9,18,25,65,109,0,0,13,38,58,85,0,2,6,10,67,92,2,1,16,20,53,69,3,8,16,18,24,61,3,4,7,15,32,64,1,6,9,16,32,80,0,2,7,12,59,35,3,2,5,5,20,118,3,2,6,21,86,84,3,5,11,22,43,30,0,0,0,7,23,154,0,10,5,41,98,725,10,20,65,150,480,POINT (104.9185512694433 11.535492469475171),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Tuol Kouk,Phsar Depou Ti Bei,8865846aabfffff,3165.15,210,210,104.90607575237262,11.57193299216896,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,9,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,7,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,195,3,9,55,40,88,164,5,11,43,23,82,113,4,9,54,28,18,95,2,0,19,54,20,109,2,5,26,56,20,102,0,3,29,24,46,83,0,0,28,24,31,80,1,4,19,21,35,115,2,13,43,21,36,39,1,0,9,10,19,119,0,0,17,84,18,105,1,5,23,41,35,24,0,0,3,6,15,179,1,11,97,34,36,830,5,51,281,333,160,POINT (104.90607575237262 11.57193299216896),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3000_4000
Phnom Penh,Doun Penh,Srah Chak,8865846aa3fffff,3594.83,48,48,104.90476013102749,11.576060362351289,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,10,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,191,0,12,49,32,98,160,4,10,45,26,75,113,1,5,39,37,31,92,1,2,14,50,25,108,1,6,20,58,23,102,0,6,24,18,54,81,0,2,23,21,35,75,0,5,18,20,32,115,0,13,42,22,38,37,0,2,7,8,20,119,0,0,12,77,30,104,1,5,22,31,45,22,0,0,3,7,12,179,0,11,70,56,42,825,5,32,233,365,190,POINT (104.90476013102749 11.576060362351289),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3000_4000
