address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,geometry,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,price_bin
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae3fffff,7792.91,146,146,104.9175316570628,11.560563506474884,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,182,3,18,59,46,56,149,0,12,27,38,72,113,19,29,46,12,7,91,0,11,62,9,9,110,3,14,49,29,15,96,2,5,30,27,32,77,1,12,18,21,25,80,1,4,21,18,36,107,3,5,20,37,42,36,0,3,13,10,10,120,3,10,94,9,4,102,6,16,37,18,25,21,1,1,1,0,18,169,21,47,66,15,20,815,53,157,395,130,80,POINT (104.9175316570628 11.560563506474884),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7000_8000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae3fffff,7919.15,88,88,104.91808433745308,11.564188045382055,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,181,6,18,49,49,59,157,0,18,22,33,84,113,15,35,43,14,6,91,4,12,59,9,7,110,1,17,47,28,17,97,0,7,24,31,35,78,2,11,16,19,30,76,1,6,15,16,38,106,2,6,17,41,40,36,2,2,10,8,14,120,5,14,92,5,4,99,9,10,40,17,23,17,1,1,1,1,13,169,17,87,30,20,15,815,84,177,344,125,85,POINT (104.91808433745308 11.564188045382055),0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,7000_8000
Phnom Penh,Doun Penh,Chakto Mukh,8865846ae3fffff,7317.18,200,200,104.92356889419683,11.560830608941906,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,180,6,16,52,40,66,144,1,4,26,30,83,112,11,29,49,17,6,90,4,24,50,5,7,109,5,18,38,25,23,93,4,8,23,17,41,77,7,6,15,18,31,72,2,5,13,19,33,97,3,3,16,22,53,35,1,1,12,7,14,120,10,26,72,8,4,99,5,22,28,15,29,16,1,1,1,0,13,164,21,20,87,16,20,810,69,153,366,122,100,POINT (104.92356889419683 11.560830608941906),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7000_8000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ac7fffff,7452.87,50,50,104.917041041513,11.546761338091816,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,178,4,14,46,40,74,146,1,7,32,32,74,113,3,5,45,41,19,90,1,4,9,47,29,104,4,11,24,32,33,90,3,11,31,13,32,72,2,3,22,21,24,79,3,3,16,23,34,100,1,4,13,19,63,35,1,4,8,10,12,120,0,6,26,48,40,96,2,11,27,29,27,27,0,0,3,2,22,164,0,5,62,81,16,785,15,30,227,300,213,POINT (104.917041041513 11.546761338091816),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7000_8000
Phnom Penh,Doun Penh,Chakto Mukh,8865846aebfffff,7043.47,60,60,104.92181058100546,11.553885937556316,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,9,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,183,9,15,50,39,70,150,2,4,30,31,83,113,5,29,48,21,10,90,5,3,46,30,6,106,6,15,35,25,25,93,5,16,24,10,38,76,1,5,26,16,28,79,0,6,15,22,36,99,0,8,14,13,64,37,0,4,11,7,15,120,7,18,43,49,3,96,9,11,37,17,22,22,1,0,2,0,19,169,13,22,85,29,20,800,25,116,328,211,120,POINT (104.92181058100546 11.553885937556316),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7000_8000
Phnom Penh,Doun Penh,Phsar Kandal Ti Pir,8865846ae7fffff,7655.66,90,90,104.92088014458751,11.569398568892542,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,174,11,13,40,55,55,151,8,1,25,36,81,112,14,23,49,16,10,91,10,41,21,11,8,110,5,23,27,34,21,97,1,2,17,32,45,76,2,9,14,22,29,73,2,4,8,24,35,103,3,6,9,41,44,35,2,4,4,11,14,120,9,68,25,11,7,97,8,18,25,18,28,14,0,0,2,2,10,164,30,24,74,16,20,815,106,246,223,145,95,POINT (104.92088014458751 11.569398568892542),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7000_8000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ac5fffff,7123.33,120,120,104.92546084237328,11.543856567200637,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,162,3,12,48,27,72,127,3,5,26,23,70,111,4,4,23,50,30,86,1,2,17,37,29,100,0,6,27,28,39,75,6,9,24,13,23,66,0,2,17,22,25,63,3,3,11,16,30,82,0,4,8,13,57,34,1,4,7,8,14,118,0,7,21,37,53,83,1,6,29,26,21,25,0,0,1,2,22,154,5,6,39,62,42,765,10,35,138,308,274,POINT (104.92546084237328 11.543856567200637),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7000_8000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae9fffff,7553.09,180,180,104.93363877656948,11.552529391226264,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,160,3,19,23,53,62,119,0,2,7,45,65,110,3,5,34,39,29,87,5,6,32,33,11,99,1,9,25,32,32,75,5,7,15,19,29,71,2,6,11,18,34,57,0,2,10,17,28,72,2,3,6,14,47,33,0,3,4,14,12,118,6,7,39,62,4,86,4,6,22,32,22,15,0,0,1,2,12,159,0,1,44,97,17,770,25,35,201,354,155,POINT (104.93363877656948 11.552529391226264),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7000_8000
Phnom Penh,Doun Penh,Phsar Kandal Ti Muoy,886584685bfffff,7225.24,238,238,104.93258904644918,11.574553959019038,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,0,6,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,165,1,6,30,47,81,114,0,0,17,20,77,109,0,2,38,42,27,88,2,33,32,11,10,106,0,14,22,22,48,85,0,1,6,21,57,71,0,0,16,19,36,56,0,2,7,8,39,83,0,0,12,10,61,34,0,4,4,7,19,119,7,56,26,22,8,92,0,12,18,30,32,8,0,0,0,2,6,164,0,16,38,80,30,795,24,146,224,221,180,POINT (104.93258904644918 11.574553959019038),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7000_8000
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ac7fffff,7179.67,188,188,104.92162946746792,11.545528234471416,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,175,3,16,47,26,83,137,3,5,29,24,76,114,4,6,42,37,25,88,1,4,16,44,23,102,0,13,25,34,30,82,5,11,27,12,27,70,0,4,20,17,29,71,3,3,13,17,35,88,0,2,15,12,59,33,1,4,7,8,13,119,0,11,21,49,38,90,1,10,30,27,22,27,0,0,3,0,24,164,5,6,39,97,17,785,15,40,183,319,228,POINT (104.92162946746792 11.545528234471416),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,7000_8000
