Address,R2,MAE,Sample_Size,Actual_Mean,Predicted_Mean,Error_Ratio
84.0,0.9597499191622137,80.8218387276785,7,4026.975714285714,3998.7122,0.9938354920474849
86.0,0.9332374299789562,84.93833418996712,19,2879.7005263157894,2849.8958,0.990189486462861
8.0,0.9318837765579958,62.91558268229168,12,3795.1524999999997,3831.9382,1.0095067551777934
23.0,0.927593320755284,50.10880468749999,20,1450.408,1439.7349,0.9914363499432988
45.0,0.914865290035843,80.71656869741585,52,2936.3986538461536,2942.642,1.0019951048513929
50.0,0.9110053328122599,92.89491210937504,10,3843.148,3896.19,1.01387615429668
78.0,0.8848582299440009,108.04082031249999,36,3123.304722222222,3060.1553,0.9809493907823208
30.0,0.8815506932099388,40.70074424342105,19,1273.5510526315788,1269.1846,0.9968595112400216
81.0,0.8806090559874381,123.80583519345232,42,5674.310952380953,5679.065,1.0007523202721818
10.0,0.8712654427857055,121.16902343750007,4,3812.5175,3933.6865,1.0306083042424867
15.0,0.8684727845166389,55.896145019531275,70,1741.4162857142858,1746.0209,1.0046641880354377
94.0,0.8518021419806954,211.415640625,5,5364.666,5168.1997,0.9625130361926104
11.0,0.8336371578602271,124.65659705528847,13,2915.2430769230773,3015.708,1.0358815043321834
93.0,0.8260037207773996,34.46141299977022,17,954.1894117647058,959.5111,1.0061480426920937
87.0,0.8099508494059093,142.79204618566183,17,5601.8870588235295,5610.4106,1.0025747955223727
29.0,0.8078380640633294,55.87857822516027,39,1148.5428205128203,1164.0627,1.0149856186684847
3.0,0.7913347419197754,199.45309945913448,13,5537.157692307693,5627.027,1.0174085881585602
89.0,0.7723999761922793,216.85233642578123,16,5758.82375,5695.8755,0.992462110084648
54.0,0.7703492153714803,576.4453208705356,7,9048.97857142857,8906.737,0.9903799577572598
18.0,0.7657467579193331,173.36615513392857,14,6250.950714285713,6193.5967,0.9913022304440674
1.0,0.7599774067042848,99.61762120863976,34,4424.139999999999,4412.3687,0.9977053319302972
90.0,0.7403012401031916,336.46124999999984,4,5720.0599999999995,5883.707,1.03401156922796
24.0,0.7335106413425136,90.62936631944443,27,2051.9522222222217,2055.983,1.0045510351661018
91.0,0.7166748847619044,192.08544099506568,19,5328.377368421053,5235.3555,0.9840222002698586
63.0,0.7147133788111333,124.6219979194973,23,1906.3821739130428,1829.6918,0.966987578167501
4.0,0.700035322763304,157.6531208881579,38,7989.26947368421,7895.4434,0.9881958812834782
13.0,0.678000674184075,59.88142089843752,11,2290.865454545455,2297.643,1.0055803245910655
42.0,0.65484113358083,232.62372829861104,9,6149.998888888889,6045.819,0.9834210564256587
92.0,0.6497415027183309,200.58321707589297,7,5476.978571428573,5482.3594,1.0017179678973527
65.0,0.6485669320493226,31.559645124162937,14,668.2707142857142,667.84454,1.0002296090997622
61.0,0.6433919961310313,60.677219412667405,14,733.7149999999999,746.23816,1.0511496468250885
12.0,0.6374669077035953,213.33489257812494,9,2158.012222222222,2233.275,1.0737967426028812
21.0,0.6126745944439494,48.17348693847654,8,1332.95,1307.7075,0.9826361907966124
48.0,0.5852036149872144,212.68509321732947,11,3694.4445454545453,3844.619,1.0638305087040094
28.0,0.5766652238006328,38.79170087178549,48,508.54124999999993,509.74106,1.0243954316634534
83.0,0.5748367049022977,154.37742675781254,10,3834.1149999999993,3720.2727,0.9702244740302964
34.0,0.5476667728108755,77.59014225260417,15,1262.4146666666668,1233.2129,0.9812577489608567
68.0,0.546319373123507,34.99466576360887,31,666.3299999999998,658.9547,0.991454317972834
56.0,0.5446664091046055,608.1567578124997,7,8875.801428571429,8267.6455,0.9345700986001029
71.0,0.5428438407776592,131.98123925781252,15,2368.9066666666668,2284.7622,0.9631737884624842
47.0,0.5424169077730292,230.864869140625,5,3997.2760000000003,4228.1406,1.0574669836964765
95.0,0.537293833626834,212.38578613281254,4,4547.1075,4759.493,1.048289891806185
67.0,0.523455950106388,24.963524840111827,51,388.522156862745,378.0044,0.976313566994438
2.0,0.5185520955965222,125.77579950747293,23,4097.182608695653,4082.6345,0.9967794190450858
14.0,0.5054956968463022,201.70943684895835,24,7737.4575,7592.1543,0.9811631836161689
52.0,0.5050735114353406,459.40885850694457,9,9569.407777777778,9383.169,0.983934026720801
41.0,0.48140223656347947,208.08502604166674,3,5892.983333333334,6101.0684,1.0348493081918717
77.0,0.4799639138615833,188.5734556842673,29,4101.522413793104,4157.965,1.0129657750978092
85.0,0.4133904562220576,444.87513509114586,6,3693.765,3968.7522,1.1355291805476442
64.0,0.3994416357893372,112.92214762369792,12,973.815,971.3991,1.0172337683009345
32.0,0.39739062770596556,40.3018810453869,42,822.5404761904765,814.72955,0.9922178262946043
35.0,0.37179939123871797,394.72175048828126,4,4106.375,4440.4487,1.1255747313853257
38.0,0.3308789508175398,420.75249511718744,4,6457.549999999999,6149.4385,0.9575811791989993
74.0,0.32610228039973044,38.76350744074041,44,451.3027272727273,446.98294,0.9911370453670117
16.0,0.3113747634833314,211.1382958984375,6,2590.0516666666667,2709.5525,1.0383211765845972
37.0,0.30002339457300264,123.70449637276786,28,1755.0789285714288,1785.0156,1.011702592571883
17.0,0.2827152786129642,42.48676931527944,26,551.0211538461539,557.4991,1.0162825804450264
55.0,0.27567177348097327,494.3008437499999,5,9341.327999999998,9217.083,0.9834048761737091
25.0,0.24587459428954206,142.36930584574856,43,1076.1462790697674,1069.84,1.054495854404582
76.0,0.22561163681174534,16.26343361302426,19,249.54210526315796,258.7158,1.0421822547722706
5.0,0.2026943605945688,520.8801953125001,6,5084.860000000001,5570.9644,1.1705682635176002
82.0,0.18995973315315895,32.54899633789063,35,416.6225714285714,430.299,1.0403295200761395
26.0,0.15255047750180173,82.69597564697264,32,1073.911875,1039.297,0.9752718532863187
33.0,0.1434922967983372,32.76297125565378,19,236.43789473684208,233.17908,1.0984477518416562
80.0,0.10858922185395681,26.26257577078683,14,203.1707142857143,211.55911,1.0630654593308566
43.0,0.0869563036043075,8.603915903191817,38,98.89026315789474,97.011086,0.9939113033367268
72.0,0.05285010250158395,76.61869950727984,22,751.8413636363636,724.72504,0.9777311080716232
69.0,0.03128023920456313,19.59732044566761,22,271.8672727272728,287.5294,1.0625649068202805
9.0,0.019598241614934953,20.719922263405536,44,166.25068181818185,160.12477,1.0110988891137296
75.0,-0.014681985548664844,21.54182277832031,25,193.6212,197.55043,1.081611573829299
0.0,-0.04886809259187075,74.34330342060811,37,620.8243243243244,592.1099,0.970084111445073
20.0,-0.08591022259403402,94.42309667968748,5,1286.95,1269.698,0.993876041545405
58.0,-0.09693790899793608,17.859253177642827,32,153.459375,145.37512,0.9651002829371579
44.0,-0.11737473042284186,40.339449591385694,19,384.45526315789476,368.1834,0.9672769769125501
6.0,-0.12412337313445931,624.8629361979168,3,5910.97,5334.783,0.9104853324371582
59.0,-0.12757956847501295,20.620645671907024,61,209.99901639344264,198.18549,0.9600028412040501
31.0,-0.1999848678740117,8.81370086669922,11,107.58727272727273,110.81606,1.0420159877858415
51.0,-0.20833293041105838,818.4875358072918,3,3440.403333333333,4258.891,1.3187101265400012
73.0,-0.30219392720971405,31.659673757245464,31,226.24677419354842,228.4766,1.0321031358879749
57.0,-0.3096545965525135,36.750868342472955,26,382.7161538461539,375.60193,0.9866518709801325
62.0,-0.42278125343246464,26.934024499963833,27,237.32000000000002,252.70052,1.07677142668689
60.0,-0.6137912667466421,83.15667010967546,26,1203.9223076923079,1151.3019,0.9607189640898945
27.0,-0.7236924037558095,17.043523830837675,27,200.70333333333332,205.36154,1.0241342149075328
70.0,-0.8811788192393437,24.313320068359378,20,209.94849999999997,221.73457,1.0708159137395465
7.0,-0.93932432353332,258.8935546875001,7,5250.761428571429,5394.4346,1.0276602096000822
88.0,-1.0893945607953275,158.51101013183595,8,2115.48125,2207.6123,1.0433696709515305
79.0,-1.6515447160187207,97.93325606496711,19,760.5189473684211,825.84,1.0865895109763661
49.0,-1.916140850163968,398.669990234375,3,3486.32,3884.9902,1.1225105011203949
53.0,-2.580806917739677,1109.5201796875,5,8803.014,9912.534,1.1287247162719631
66.0,-2.74901113999571,42.7969741716056,29,633.5872413793103,643.97943,1.006801933508105
22.0,-7.321185295425172,212.10077663845485,18,2501.9450000000006,2653.5476,1.0514016822094758
